VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP5374,B.1.617.2,7/18/2021,surveillance,99.7,14180,hCoV-19/USA/PA-VSP5374/2021,OK247058
VSP5375,B.1.617.2,7/18/2021,surveillance,99.6,927,hCoV-19/USA/PA-VSP5375/2021,OK247059
VSP5376,AY.24,7/21/2021,surveillance,99.6,3411,hCoV-19/USA/PA-VSP5376/2021,OK247060
VSP5377,AY.25,7/24/2021,surveillance,99.7,2685,hCoV-19/USA/PA-VSP5377/2021,OK247061
VSP5378,AY.3,7/26/2021,surveillance,99.6,3481,hCoV-19/USA/PA-VSP5378/2021,OK247062
VSP5379,AY.20,7/27/2021,surveillance,98.9,2565,hCoV-19/USA/PA-VSP5379/2021,OK247063
VSP5380,B.1.617.2,7/27/2021,surveillance,99.7,2688,hCoV-19/USA/PA-VSP5380/2021,OK247064
VSP5381,AY.12,7/27/2021,surveillance,99.7,3164,hCoV-19/USA/PA-VSP5381/2021,OK247065
VSP5382,AY.25,7/28/2021,surveillance,99.7,3428,hCoV-19/USA/PA-VSP5382/2021,OK247066
VSP5383,AY.24,7/29/2021,surveillance,99.6,5426,hCoV-19/USA/PA-VSP5383/2021,OK247067
VSP5385,B.1.617.2,7/29/2021,surveillance,99.4,1193,hCoV-19/USA/PA-VSP5385/2021,OK247068
VSP5386,AY.3,7/29/2021,surveillance,99.7,4040,hCoV-19/USA/PA-VSP5386/2021,OK247069
VSP5389,B.1.617.2,7/30/2021,surveillance,99.7,2918,hCoV-19/USA/PA-VSP5389/2021,OK247070
VSP5395,B.1.617.2,7/30/2021,surveillance,99.7,2256,hCoV-19/USA/PA-VSP5395/2021,OK247071
VSP5399,AY.3,7/31/2021,surveillance,99.6,3059,hCoV-19/USA/PA-VSP5399/2021,OK247072
VSP5443,B.1.617.2,8/4/2021,surveillance,99.7,3239,hCoV-19/USA/PA-VSP5443/2021,OK247073
VSP5444,AY.4,8/4/2021,surveillance,99.7,4316,hCoV-19/USA/PA-VSP5444/2021,OK247074
VSP5445,AY.3,8/4/2021,surveillance,99.4,3887,hCoV-19/USA/PA-VSP5445/2021,OK247075
VSP5446,AY.12,8/4/2021,surveillance,99.7,5185,hCoV-19/USA/NJ-VSP5446/2021,OK247076
VSP5447,B.1.617.2,8/4/2021,surveillance,99.7,3500,hCoV-19/USA/PA-VSP5447/2021,OK247077
VSP5448,B.1.617.2,8/5/2021,surveillance,99.7,5292,hCoV-19/USA/PA-VSP5448/2021,OK247078
VSP5449,AY.24,8/5/2021,surveillance,99.1,796,hCoV-19/USA/PA-VSP5449/2021,OK247079
VSP5450,B.1.617.2,8/5/2021,surveillance,98.8,627,hCoV-19/USA/PA-VSP5450/2021,OK247080
VSP5451,B.1.617.2,8/5/2021,surveillance,99.7,3640,hCoV-19/USA/NJ-VSP5451/2021,OK247081
VSP5452,B.1.617.2,8/5/2021,surveillance,99.7,3726,hCoV-19/USA/PA-VSP5452/2021,OK247082
VSP5453,B.1.617.2,8/5/2021,surveillance,99.6,3470,hCoV-19/USA/PA-VSP5453/2021,OK247083
VSP5454,AY.3,8/5/2021,surveillance,99.1,1326,hCoV-19/USA/PA-VSP5454/2021,OK247084
VSP5455,AY.25,8/5/2021,surveillance,98.9,1479,hCoV-19/USA/NJ-VSP5455/2021,OK247085
VSP5456,AY.12,8/5/2021,surveillance,99.7,4372,hCoV-19/USA/NJ-VSP5456/2021,OK247086
VSP5458,AY.25,8/6/2021,surveillance,99.7,4384,hCoV-19/USA/PA-VSP5458/2021,OK247088
VSP5460,AY.25,8/6/2021,surveillance,99.7,3964,hCoV-19/USA/PA-VSP5460/2021,OK247090
VSP5461,AY.3,8/6/2021,surveillance,99.6,3585,hCoV-19/USA/MD-VSP5461/2021,OK247091
VSP5462,B.1.617.2,8/6/2021,surveillance,99.7,3901,hCoV-19/USA/PA-VSP5462/2021,OK247092
VSP5465,AY.10,8/6/2021,surveillance,97,214,hCoV-19/USA/PA-VSP5465/2021,OK247093
VSP5466,AY.12,8/6/2021,surveillance,98.1,414,hCoV-19/USA/PA-VSP5466/2021,OK247094
VSP5467,B.1.617.2,7/21/2021,surveillance,99.7,3135,hCoV-19/USA/PA-VSP5467/2021,OK247095
VSP5468,B.1.617.2,7/21/2021,surveillance,98.5,3581,hCoV-19/USA/PA-VSP5468/2021,OK247096
VSP5471,AY.4,7/24/2021,surveillance,95.8,1200,hCoV-19/USA/PA-VSP5471/2021,OK247097
VSP5472,B.1.617.2,7/25/2021,surveillance,97.4,1341,hCoV-19/USA/PA-VSP5472/2021,OK247098
VSP5473,B.1.617.2,7/25/2021,surveillance,99.3,982,hCoV-19/USA/PA-VSP5473/2021,OK247099
VSP5474,AY.25,7/25/2021,surveillance,99.6,3808,hCoV-19/USA/PA-VSP5474/2021,OK247100
VSP5477,B.1.617.2,7/26/2021,surveillance,99.5,2098,hCoV-19/USA/PA-VSP5477/2021,OK247101
VSP5478,B.1.617.2,7/26/2021,surveillance,99.7,3560,hCoV-19/USA/PA-VSP5478/2021,OK247102
VSP5479,AY.21,7/26/2021,surveillance,99.7,3483,hCoV-19/USA/PA-VSP5479/2021,OK247103
VSP5481,B.1.617.2,7/26/2021,surveillance,96.2,1926,hCoV-19/USA/PA-VSP5481/2021,OK247104
VSP5484,B.1.617.2,7/29/2021,surveillance,96.4,3963,hCoV-19/USA/PA-VSP5484/2021,OK247105
VSP5485,B.1.617.2,7/29/2021,surveillance,99.4,3618,hCoV-19/USA/PA-VSP5485/2021,OK247106
VSP5490,B.1.617.2,8/1/2021,surveillance,97.9,474,hCoV-19/USA/PA-VSP5490/2021,OK247107
VSP5491,AY.14,8/1/2021,surveillance,98.1,1003,hCoV-19/USA/PA-VSP5491/2021,OK247108
VSP5495,B.1.617.2,8/2/2021,surveillance,97.2,3723,hCoV-19/USA/PA-VSP5495/2021,OK247109
VSP5496,AY.20,8/3/2021,surveillance,99.5,13645,hCoV-19/USA/PA-VSP5496/2021,OK247110
VSP5503,B.1.617.2,8/7/2021,surveillance,99.5,3451,hCoV-19/USA/PA-VSP5503/2021,OK247111
VSP5504,B.1.617.2,8/7/2021,surveillance,99.7,3429,hCoV-19/USA/PA-VSP5504/2021,OK247112
VSP5505,AY.3,8/7/2021,surveillance,99.7,3456,hCoV-19/USA/PA-VSP5505/2021,OK247113
VSP5507,AY.14,8/7/2021,surveillance,95.6,1314,hCoV-19/USA/PA-VSP5507/2021,OK247114
VSP5508,B.1.617.2,8/7/2021,surveillance,99.6,6431,hCoV-19/USA/PA-VSP5508/2021,OK247115
VSP5509,AY.4,8/7/2021,surveillance,96.2,4197,hCoV-19/USA/PA-VSP5509/2021,OK247116
VSP5510,AY.25,8/7/2021,surveillance,98.8,5726,hCoV-19/USA/PA-VSP5510/2021,OK247117
VSP5511,AY.3,8/8/2021,surveillance,99.2,5716,hCoV-19/USA/PA-VSP5511/2021,OK247118
VSP5512,AY.3,8/8/2021,surveillance,95.8,2319,hCoV-19/USA/PA-VSP5512/2021,OK247119
VSP5513,AY.3,8/8/2021,surveillance,99.7,4328,hCoV-19/USA/PA-VSP5513/2021,OK247120
VSP5514,AY.25,8/8/2021,surveillance,99.4,4281,hCoV-19/USA/PA-VSP5514/2021,OK247121
VSP5515,AY.3,8/8/2021,surveillance,98.9,3866,hCoV-19/USA/PA-VSP5515/2021,OK247122
VSP5516,B.1.617.2,8/9/2021,surveillance,99.7,3408,hCoV-19/USA/PA-VSP5516/2021,OK247123
VSP5517,AY.25,8/9/2021,surveillance,99.7,4109,hCoV-19/USA/PA-VSP5517/2021,OK247124
VSP5518,B.1.617.2,8/9/2021,surveillance,99.6,1611,hCoV-19/USA/PA-VSP5518/2021,OK247125
VSP5519,B.1.617.2,8/9/2021,surveillance,99.7,4541,hCoV-19/USA/PA-VSP5519/2021,OK247126
VSP5520,B.1.617.2,8/9/2021,surveillance,99.6,2115,hCoV-19/USA/PA-VSP5520/2021,OK247127
VSP5521,AY.25,8/9/2021,surveillance,99.7,4860,hCoV-19/USA/NJ-VSP5521/2021,OK247128
VSP5525,B.1.617.2,8/9/2021,surveillance,99.1,2954,hCoV-19/USA/PA-VSP5525/2021,OK247129
VSP5526,B.1.617.2,8/9/2021,surveillance,99.7,3508,hCoV-19/USA/PA-VSP5526/2021,OK247130
VSP5527,AY.10,8/9/2021,surveillance,99.3,5238,hCoV-19/USA/PA-VSP5527/2021,OK247131
VSP5528,AY.14,8/9/2021,surveillance,99.7,5282,hCoV-19/USA/PA-VSP5528/2021,OK247132
VSP5529,AY.25,8/9/2021,surveillance,99.6,3376,hCoV-19/USA/PA-VSP5529/2021,OK247133
VSP5530,B.1.617.2,8/9/2021,surveillance,99.7,2782,hCoV-19/USA/CA-VSP5530/2021,OK247134
VSP5531,B.1.617.2,8/9/2021,surveillance,99.4,4261,hCoV-19/USA/PA-VSP5531/2021,OK247135
VSP5532,AY.15,8/9/2021,surveillance,99.7,4230,hCoV-19/USA/PA-VSP5532/2021,OK247136
VSP5533,B.1.617.2,8/9/2021,surveillance,99.7,3827,hCoV-19/USA/PA-VSP5533/2021,OK247137
VSP5534,B.1.617.2,8/1/2021,surveillance,99.6,3252,hCoV-19/USA/PA-VSP5534/2021,OK247138
VSP5535,B.1.617.2,8/1/2021,surveillance,99.1,2266,hCoV-19/USA/PA-VSP5535/2021,OK247139
VSP5536,B.1.617.2,8/3/2021,surveillance,98,1733,hCoV-19/USA/PA-VSP5536/2021,OK247140
VSP5537,B.1.617.2,8/4/2021,surveillance,99.7,3214,hCoV-19/USA/PA-VSP5537/2021,OK247141
VSP5539,AY.13,8/6/2021,surveillance,99.6,4420,hCoV-19/USA/NJ-VSP5539/2021,OK247142
VSP5540,B.1.617.2,8/6/2021,surveillance,98.4,580,hCoV-19/USA/PA-VSP5540/2021,OK247143
VSP5542,P.1,8/6/2021,surveillance,99.7,2732,hCoV-19/USA/PA-VSP5542/2021,OK247144
VSP5543,B.1.617.2,8/6/2021,surveillance,99.7,3808,hCoV-19/USA/NJ-VSP5543/2021,OK247145
VSP5544,AY.3,8/7/2021,surveillance,99.7,8082,hCoV-19/USA/PA-VSP5544/2021,OK247146
VSP5545,AY.20,8/7/2021,surveillance,99.7,5226,hCoV-19/USA/PA-VSP5545/2021,OK247147
VSP5546,B.1.617.2,8/7/2021,surveillance,99.7,4381,hCoV-19/USA/NJ-VSP5546/2021,OK247148
VSP5548,B.1.617.2,8/7/2021,surveillance,99.6,4924,hCoV-19/USA/NJ-VSP5548/2021,OK247149
VSP5549,B.1.617.2,8/7/2021,surveillance,99.4,1441,hCoV-19/USA/PA-VSP5549/2021,OK247150
VSP5550,B.1.617.2,8/7/2021,surveillance,99.6,2143,hCoV-19/USA/NJ-VSP5550/2021,OK247151
VSP5551,AY.12,8/7/2021,surveillance,98.4,436,hCoV-19/USA/PA-VSP5551/2021,OK247152
VSP5552,AY.25,8/8/2021,surveillance,99.4,1533,hCoV-19/USA/NJ-VSP5552/2021,OK247153
VSP5553,AY.24,8/8/2021,surveillance,99.6,2059,hCoV-19/USA/PA-VSP5553/2021,OK247154
VSP5554,AY.4,8/9/2021,surveillance,98.9,4803,hCoV-19/USA/PA-VSP5554/2021,OK247155
VSP5555,B.1.617.2,8/9/2021,surveillance,99.6,2557,hCoV-19/USA/PA-VSP5555/2021,OK247156
VSP5556,AY.1,8/9/2021,surveillance,99.6,6629,hCoV-19/USA/NJ-VSP5556/2021,OK247157
VSP5557,B.1.617.2,8/9/2021,surveillance,99.7,6338,hCoV-19/USA/PA-VSP5557/2021,OK247158
VSP5558,AY.25,8/9/2021,surveillance,98.9,1413,hCoV-19/USA/NJ-VSP5558/2021,OK247159
VSP5559,AY.1,8/9/2021,surveillance,99.6,3557,hCoV-19/USA/PA-VSP5559/2021,OK247160
VSP5560,B.1.617.2,8/9/2021,surveillance,99.4,1361,hCoV-19/USA/PA-VSP5560/2021,OK247161
VSP5561,B.1.617.2,8/9/2021,surveillance,99.2,1320,hCoV-19/USA/PA-VSP5561/2021,OK247162
VSP5562,AY.20,8/9/2021,surveillance,98.9,2104,hCoV-19/USA/NJ-VSP5562/2021,OK247163
VSP5563,B.1.617.2,8/10/2021,surveillance,99.5,3357,hCoV-19/USA/PA-VSP5563/2021,OK247164
VSP5564,AY.20,8/10/2021,surveillance,99.4,1432,hCoV-19/USA/PA-VSP5564/2021,OK247165
VSP5566,AY.24,8/10/2021,surveillance,97.4,177,hCoV-19/USA/PA-VSP5566/2021,OK247166
VSP5568,AY.4,8/10/2021,surveillance,98.8,2148,hCoV-19/USA/PA-VSP5568/2021,OK247167
VSP5569,AY.25,8/10/2021,surveillance,99.7,2581,hCoV-19/USA/NJ-VSP5569/2021,OK247168
VSP5570,AY.4,8/10/2021,surveillance,98,845,hCoV-19/USA/PA-VSP5570/2021,OK247169
VSP5571,AY.24,8/10/2021,surveillance,99.4,2051,hCoV-19/USA/PA-VSP5571/2021,OK247170
VSP5572,B.1.621.1,8/10/2021,surveillance,99.6,782,hCoV-19/USA/PA-VSP5572/2021,OK247171
VSP5573,AY.25,8/10/2021,surveillance,99.6,4820,hCoV-19/USA/PA-VSP5573/2021,OK247172
VSP5575,B.1.617.2,8/10/2021,surveillance,99.7,3889,hCoV-19/USA/PA-VSP5575/2021,OK247173
VSP5576,AY.25,8/10/2021,surveillance,98,2944,hCoV-19/USA/PA-VSP5576/2021,OK247174
VSP5577,AY.14,8/10/2021,surveillance,99.7,3582,hCoV-19/USA/NJ-VSP5577/2021,OK247175
VSP5578,AY.3,8/10/2021,surveillance,98.6,784,hCoV-19/USA/PA-VSP5578/2021,OK247176
VSP5580,AY.4,8/10/2021,surveillance,98.1,3143,hCoV-19/USA/PA-VSP5580/2021,OK247177
VSP5581,B.1.617.2,8/10/2021,surveillance,99.6,3061,hCoV-19/USA/PA-VSP5581/2021,OK247178
VSP5582,AY.25,8/10/2021,surveillance,99.3,2118,hCoV-19/USA/PA-VSP5582/2021,OK247179
VSP5583,AY.24,8/10/2021,surveillance,99.6,2055,hCoV-19/USA/PA-VSP5583/2021,OK247180
VSP5584,B.1.617.2,8/10/2021,surveillance,99.7,3742,hCoV-19/USA/NJ-VSP5584/2021,OK247181
VSP5585,AY.14,8/10/2021,surveillance,99.1,1041,hCoV-19/USA/NJ-VSP5585/2021,OK247182
VSP5586,AY.12,8/10/2021,surveillance,99.4,2231,hCoV-19/USA/PA-VSP5586/2021,OK247183
VSP5587,B.1.617.2,8/11/2021,surveillance,99.7,7646,hCoV-19/USA/PA-VSP5587/2021,OK247184
VSP5589,B.1.617.2,8/11/2021,surveillance,99.2,1696,hCoV-19/USA/NJ-VSP5589/2021,OK247185
VSP5590,AY.25,8/11/2021,surveillance,98.5,2635,hCoV-19/USA/PA-VSP5590/2021,OK247186
VSP5592,AY.4,8/11/2021,surveillance,97.5,1837,hCoV-19/USA/PA-VSP5592/2021,OK247187
VSP5596,AY.3,8/11/2021,surveillance,98.1,1996,hCoV-19/USA/PA-VSP5596/2021,OK247188
VSP5598,AY.15,8/11/2021,surveillance,99.7,2861,hCoV-19/USA/PA-VSP5598/2021,OK247189
VSP5599,B.1.617.2,8/11/2021,surveillance,99.6,3714,hCoV-19/USA/PA-VSP5599/2021,OK247190
VSP5600,B.1.617.2,8/11/2021,surveillance,99.7,2390,hCoV-19/USA/PA-VSP5600/2021,OK247191
VSP5601,AY.20,8/11/2021,surveillance,99.6,1487,hCoV-19/USA/PA-VSP5601/2021,OK247192
VSP5604,AY.12,8/11/2021,surveillance,97.8,756,hCoV-19/USA/VA-VSP5604/2021,OK247193
VSP5605,B.1.617.2,8/11/2021,surveillance,99.1,1351,hCoV-19/USA/NJ-VSP5605/2021,OK247194
VSP5606,B.1.617.2,8/11/2021,surveillance,98.3,3852,hCoV-19/USA/PA-VSP5606/2021,OK247195
VSP5609,B.1.617.2,8/12/2021,surveillance,95.2,697,hCoV-19/USA/NJ-VSP5609/2021,OK247196
VSP5610,B.1.617.2,8/12/2021,surveillance,99.5,3719,hCoV-19/USA/PA-VSP5610/2021,OK247197
VSP5611,B.1.617.2,8/12/2021,surveillance,96.3,887,hCoV-19/USA/PA-VSP5611/2021,OK247198
VSP5612,B.1.617.2,8/12/2021,surveillance,98.3,2628,hCoV-19/USA/NJ-VSP5612/2021,OK247199
VSP5614,B.1.617.2,8/12/2021,surveillance,98.8,530,hCoV-19/USA/PA-VSP5614/2021,OK247200
VSP5615,AY.4,8/12/2021,surveillance,98.8,3541,hCoV-19/USA/PA-VSP5615/2021,OK247201
VSP5616,AY.14,8/12/2021,surveillance,99.7,3042,hCoV-19/USA/NJ-VSP5616/2021,OK247202
VSP5617,B.1.617.2,8/12/2021,surveillance,99.7,2958,hCoV-19/USA/NJ-VSP5617/2021,OK247203
VSP5618,AY.3,8/12/2021,surveillance,98.5,713,hCoV-19/USA/PA-VSP5618/2021,OK247204
VSP5619,AY.2,8/12/2021,surveillance,98.9,2864,hCoV-19/USA/PA-VSP5619/2021,OK247205
VSP5620,B.1.617.2,8/12/2021,surveillance,99.5,2301,hCoV-19/USA/PA-VSP5620/2021,OK247206
VSP5621,B.1.617.2,8/12/2021,surveillance,99.3,1289,hCoV-19/USA/SC-VSP5621/2021,OK247207
VSP5622,AY.25,8/12/2021,surveillance,98.8,815,hCoV-19/USA/PA-VSP5622/2021,OK247208
VSP5623,B.1.617.2,8/12/2021,surveillance,99.3,1681,hCoV-19/USA/NJ-VSP5623/2021,OK247209
VSP5625,B.1.617.2,8/12/2021,surveillance,99.3,3672,hCoV-19/USA/PA-VSP5625/2021,OK247210
VSP5627,B.1.617.2,8/12/2021,surveillance,99.7,2141,hCoV-19/USA/NJ-VSP5627/2021,OK247211
VSP5628,AY.25,8/12/2021,surveillance,98.7,673,hCoV-19/USA/NJ-VSP5628/2021,OK247212
VSP5629,B.1.617.2,8/12/2021,surveillance,98,4430,hCoV-19/USA/PA-VSP5629/2021,OK247213
VSP5630,AY.3,8/12/2021,surveillance,98.7,1457,hCoV-19/USA/NJ-VSP5630/2021,OK247214
VSP5631,AY.3,8/13/2021,surveillance,99.1,834,hCoV-19/USA/PA-VSP5631/2021,OK247215
VSP5632,B.1.617.2,8/13/2021,surveillance,99.5,1168,hCoV-19/USA/PA-VSP5632/2021,OK247216
VSP5633,B.1.617.2,8/13/2021,surveillance,99.6,1371,hCoV-19/USA/PA-VSP5633/2021,OK247217
VSP5634,AY.25,8/13/2021,surveillance,99.7,10558,hCoV-19/USA/PA-VSP5634/2021,OK247218
VSP5635,B.1.617.2,8/13/2021,surveillance,99.6,1857,hCoV-19/USA/PA-VSP5635/2021,OK247219
VSP5636,B.1.617.2,8/13/2021,surveillance,99.5,1323,hCoV-19/USA/PA-VSP5636/2021,OK247220
VSP5637,AY.25,8/13/2021,surveillance,99,947,hCoV-19/USA/PA-VSP5637/2021,OK247221
VSP5639,AY.25,8/13/2021,surveillance,98.8,1188,hCoV-19/USA/PA-VSP5639/2021,OK247223
VSP5640,AY.3,8/13/2021,surveillance,98.8,830,hCoV-19/USA/PA-VSP5640/2021,OK247224
VSP5641,B.1.617.2,8/13/2021,surveillance,99.1,1558,hCoV-19/USA/PA-VSP5641/2021,OK247225
VSP5642,B.1.617.2,8/13/2021,surveillance,98.7,251,hCoV-19/USA/PA-VSP5642/2021,OK247226
VSP5643,AY.25,8/13/2021,surveillance,99.5,757,hCoV-19/USA/PA-VSP5643/2021,OK247227
VSP5644,AY.4,8/13/2021,surveillance,99.6,930,hCoV-19/USA/NJ-VSP5644/2021,OK247228
VSP5645,B.1.617.2,8/13/2021,surveillance,98.8,823,hCoV-19/USA/PA-VSP5645/2021,OK247229
VSP5646,B.1.617.2,8/13/2021,surveillance,99.7,8406,hCoV-19/USA/PA-VSP5646/2021,OK247230
VSP5647,B.1.617.2,8/13/2021,surveillance,99.5,1175,hCoV-19/USA/PA-VSP5647/2021,OK247231
VSP5648,AY.15,8/13/2021,surveillance,99.6,4054,hCoV-19/USA/PA-VSP5648/2021,OK247232
VSP5649,B.1.617.2,8/13/2021,surveillance,99.2,1030,hCoV-19/USA/PA-VSP5649/2021,OK247233
VSP5650,B.1.617.2,8/13/2021,surveillance,99.4,1783,hCoV-19/USA/PA-VSP5650/2021,OK247234
VSP5651,B.1.617.2,8/13/2021,surveillance,99.1,1649,hCoV-19/USA/PA-VSP5651/2021,OK247235
VSP5652,AY.25,8/13/2021,surveillance,98.9,528,hCoV-19/USA/PA-VSP5652/2021,OK247236
VSP5653,AY.3,8/13/2021,surveillance,98.8,1440,hCoV-19/USA/NJ-VSP5653/2021,OK247237
VSP5654,B.1.617.2,8/13/2021,surveillance,98.8,870,hCoV-19/USA/NJ-VSP5654/2021,OK247238
VSP5656,AY.25,8/14/2021,surveillance,98.1,116,hCoV-19/USA/PA-VSP5656/2021,OK247240
VSP5658,AY.3,8/14/2021,surveillance,99.6,3621,hCoV-19/USA/PA-VSP5658/2021,OK247242
VSP5659,AY.25,8/14/2021,surveillance,99.2,573,hCoV-19/USA/PA-VSP5659/2021,OK247243
VSP5660,B.1.617.2,8/14/2021,surveillance,99.7,2280,hCoV-19/USA/PA-VSP5660/2021,OK247244
VSP5661,B.1.617.2,8/14/2021,surveillance,99.1,941,hCoV-19/USA/PA-VSP5661/2021,OK247245
VSP5662,B.1.617.2,8/14/2021,surveillance,99.1,990,hCoV-19/USA/PA-VSP5662/2021,OK247246
VSP5663,AY.15,8/14/2021,surveillance,99.6,2718,hCoV-19/USA/PA-VSP5663/2021,OK247247
VSP5664,B.1.617.2,8/14/2021,surveillance,99.7,2116,hCoV-19/USA/NJ-VSP5664/2021,OK247248
VSP5665,B.1.617.2,8/14/2021,surveillance,99.4,1450,hCoV-19/USA/PA-VSP5665/2021,OK247249
VSP5666,B.1.617.2,8/14/2021,surveillance,99.4,1670,hCoV-19/USA/PA-VSP5666/2021,OK247250
VSP5667,None,8/14/2021,surveillance,99.7,716,hCoV-19/USA/PA-VSP5667/2021,OK247251
VSP5668,AY.25,8/14/2021,surveillance,99,657,hCoV-19/USA/PA-VSP5668/2021,OK247252
VSP5672,AY.25,8/15/2021,surveillance,99.7,7891,hCoV-19/USA/PA-VSP5672/2021,OK247256
VSP5673,B.1.617.2,8/15/2021,surveillance,98.7,372,hCoV-19/USA/PA-VSP5673/2021,OK247257
VSP5674,AY.25,8/15/2021,surveillance,99.4,1354,hCoV-19/USA/PA-VSP5674/2021,OK247258
VSP5676,B.1.617.2,8/15/2021,surveillance,99.1,612,hCoV-19/USA/ME-VSP5676/2021,OK247259
VSP5677,AY.25,8/16/2021,surveillance,99.3,1363,hCoV-19/USA/PA-VSP5677/2021,OK247260
VSP5678,B.1.617.2,8/16/2021,surveillance,99,1962,hCoV-19/USA/PA-VSP5678/2021,OK247261
VSP5679,B.1.617.2,8/16/2021,surveillance,98.9,865,hCoV-19/USA/PA-VSP5679/2021,OK247262
VSP5680,AY.3,8/16/2021,surveillance,99.4,887,hCoV-19/USA/PA-VSP5680/2021,OK247263
VSP5681,AY.3,8/16/2021,surveillance,99.4,1480,hCoV-19/USA/PA-VSP5681/2021,OK247264
VSP5682,AY.25,8/16/2021,surveillance,99,1693,hCoV-19/USA/PA-VSP5682/2021,OK247265
VSP5683,B.1.617.2,8/16/2021,surveillance,99.7,1090,hCoV-19/USA/PA-VSP5683/2021,OK247266
VSP5684,AY.3,8/16/2021,surveillance,99.6,2033,hCoV-19/USA/PA-VSP5684/2021,OK247267
VSP5685,AY.25,8/16/2021,surveillance,99.1,2168,hCoV-19/USA/PA-VSP5685/2021,OK247268
VSP5686,AY.3,8/16/2021,surveillance,98.7,619,hCoV-19/USA/PA-VSP5686/2021,OK247269
VSP5708,AY.25,7/30/2021,surveillance,99.5,1728,hCoV-19/USA/PA-VSP5708/2021,OK247272
VSP5709,AY.21,7/30/2021,surveillance,99.7,3445,hCoV-19/USA/PA-VSP5709/2021,OK247273
VSP5710,B.1.617.2,7/31/2021,surveillance,99.7,4914,hCoV-19/USA/PA-VSP5710/2021,OK247274
VSP5712,B.1.617.2,8/2/2021,surveillance,99.6,4079,hCoV-19/USA/PA-VSP5712/2021,OK247275
VSP5713,B.1.617.2,8/2/2021,surveillance,99.7,2800,hCoV-19/USA/PA-VSP5713/2021,OK247276
VSP5714,B.1.617.2,8/2/2021,surveillance,98.7,1808,hCoV-19/USA/PA-VSP5714/2021,OK247277
VSP5715,AY.12,8/2/2021,surveillance,99.6,3575,hCoV-19/USA/PA-VSP5715/2021,OK247278
VSP5716,AY.25,8/2/2021,surveillance,99.7,5007,hCoV-19/USA/PA-VSP5716/2021,OK247279
VSP5717,B.1.617.2,8/2/2021,surveillance,99.4,2438,hCoV-19/USA/PA-VSP5717/2021,OK247280
VSP5718,B.1.617.2,8/3/2021,surveillance,99.7,2279,hCoV-19/USA/PA-VSP5718/2021,OK247281
VSP5719,B.1.617.2,8/4/2021,surveillance,98.9,3087,hCoV-19/USA/PA-VSP5719/2021,OK247282
VSP5721,AY.25,8/4/2021,surveillance,98.2,581,hCoV-19/USA/PA-VSP5721/2021,OK247283
VSP5722,B.1.617.2,8/4/2021,surveillance,99.7,5170,hCoV-19/USA/PA-VSP5722/2021,OK247284
VSP5723,AY.3,8/4/2021,surveillance,99.4,1664,hCoV-19/USA/PA-VSP5723/2021,OK247285
VSP5724,AY.3,8/5/2021,surveillance,99,987,hCoV-19/USA/PA-VSP5724/2021,OK247286
VSP5725,B.1.617.2,8/5/2021,surveillance,99.7,3843,hCoV-19/USA/PA-VSP5725/2021,OK247287
VSP5727,B.1.617.2,8/7/2021,surveillance,99.7,4915,hCoV-19/USA/PA-VSP5727/2021,OK247288
VSP5729,B.1.617.2,8/8/2021,surveillance,99.5,1528,hCoV-19/USA/PA-VSP5729/2021,OK247289
VSP5738,B.1.617.2,8/6/2021,surveillance,98.8,1052,hCoV-19/USA/PA-VSP5738/2021,OK247290
VSP5739,B.1.617.2,8/9/2021,surveillance,98.9,1322,hCoV-19/USA/PA-VSP5739/2021,OK247291
VSP5740,AY.20,8/9/2021,surveillance,98.8,1468,hCoV-19/USA/MI-VSP5740/2021,OK247292
VSP5742,B.1.617.2,8/7/2021,surveillance,99.6,1598,hCoV-19/USA/PA-VSP5742/2021,OK247293
VSP5743,AY.20,8/7/2021,surveillance,99.5,1692,hCoV-19/USA/PA-VSP5743/2021,OK247294
VSP5744,B.1.617.2,8/7/2021,surveillance,99.7,950,hCoV-19/USA/PA-VSP5744/2021,OK247295
VSP5745,AY.2,8/10/2021,surveillance,99.7,10300,hCoV-19/USA/PA-VSP5745/2021,OK247296
VSP5746,AY.25,8/10/2021,surveillance,98.8,710,hCoV-19/USA/PA-VSP5746/2021,OK247297
VSP5747,AY.1,8/10/2021,surveillance,98.8,317,hCoV-19/USA/PA-VSP5747/2021,OK247298
VSP5748,AY.24,8/11/2021,surveillance,99.7,16340,hCoV-19/USA/PA-VSP5748/2021,OK247299
VSP5749,AY.25,8/8/2021,surveillance,99.6,2267,hCoV-19/USA/PA-VSP5749/2021,OK247300
VSP5908,B.1.617.2,8/24/2021,surveillance,97,150,hCoV-19/USA/NJ-VSP5908/2021,OK247301
VSP5910,AY.3,8/24/2021,surveillance,99.6,3040,hCoV-19/USA/NJ-VSP5910/2021,OK247302
VSP5912,B.1.617.2,8/26/2021,surveillance,98.8,1415,hCoV-19/USA/NJ-VSP5912/2021,OK247303
VSP5920,B.1.617.2,8/28/2021,surveillance,99.7,26703,hCoV-19/USA/PA-VSP5920/2021,OK247304
VSP5928,AY.3,8/28/2021,surveillance,99.6,2019,hCoV-19/USA/PA-VSP5928/2021,OK247305
VSP5929,AY.4,8/28/2021,surveillance,96.5,70,hCoV-19/USA/PA-VSP5929/2021,OK247306
